4744	100
5011874	5012546	0	0	0	1
5012687	5014384	0	0	0	1
5014471	5016933	0	0	0	1
5022693	5025007	0	0	0	1
5025049	5026278	0	0	0	1
5025049	5026430	0	0	0	1
5025049	5027933	0	0	0	1
5026630	5027933	0	0	0	1
5028225	5032051	0	0	0	1
5032217	5033406	0	0	0	1
5033443	5034580	0	0	0	1
5033443	5040583	0	0	0	1
5073685	5087615	0	0	0	1
5079296	5079682	0	0	0	2
5079734	5121709	0	0	0	2
5079734	5124754	0	0	0	2
5117231	5118689	0	0	0	2
5118847	5121709	0	0	0	2
5118847	5124754	0	0	0	2
5120889	5121709	0	0	0	2
5121111	5121709	0	0	0	2
5121803	5124754	0	0	0	2
5122200	5124754	0	0	0	2
5124875	5125023	0	0	0	2
5124875	5125877	0	0	0	2
5125992	5127082	0	0	0	2
5125992	5127896	0	0	0	2
5125992	5128212	0	0	0	2
5125992	5133424	0	0	0	2
5127950	5128212	0	0	0	2
5131455	5133424	0	0	0	2
5133500	5133653	0	0	0	2
5133805	5133900	0	0	0	2
5134120	5134359	0	0	0	2
5134120	5135087	0	0	0	2
5134479	5135087	0	0	0	2
5135154	5135933	0	0	0	2
5136043	5137325	0	0	0	2
5137474	5137876	0	0	0	2
5137474	5139696	0	0	0	2
5139878	5140951	0	0	0	2
5141103	5141275	0	0	0	2
5141424	5141557	0	0	0	2
5141707	5142530	0	0	0	2
5142668	5143220	0	0	0	2
5143292	5144089	0	0	0	2
5144234	5144422	0	0	0	2
5144234	5145236	0	0	0	2
5144234	5146135	0	0	0	2
5146366	5146656	0	0	0	2
5146793	5147287	0	0	0	2
5147432	5147777	0	0	0	2
5147878	5148208	0	0	0	2
5148304	5152959	0	0	0	2
5153073	5154058	0	0	0	2
5153073	5154359	0	0	0	2
5153073	5154621	0	0	0	2
5158759	5159078	0	0	0	2
5159274	5163516	0	0	0	2
5232924	5243701	0	0	0	2
5499809	5499997	0	0	0	2
5499967	5500065	0	0	0	2
5500101	5502367	0	0	0	2
5553838	5566123	0	0	0	1
5553838	5579668	0	0	0	1
5553838	5584808	0	0	0	1
5553838	5585821	0	0	0	1
5553838	5590017	0	0	0	1
5566183	5585821	0	0	0	1
5579808	5584808	0	0	0	1
5584975	5585821	0	0	0	1
5585063	5585821	0	0	0	1
5585257	5589345	0	0	0	1
5585987	5586443	0	0	0	1
5585987	5588135	0	0	0	1
5585987	5590017	0	0	0	1
5585987	5614750	0	0	0	1
5586499	5590017	0	0	0	1
5705453	5706961	0	0	0	1
5707157	5709152	0	0	0	2
6060499	6062522	0	0	0	1
6062591	6066865	0	0	0	1
6067049	6067703	0	0	0	1
6067049	6076002	0	0	0	1
6073392	6074774	0	0	0	1
6073392	6076002	0	0	0	1
6073673	6074774	0	0	0	1
6074925	6075738	0	0	0	1
6074925	6076002	0	0	0	1
6075807	6076002	0	0	0	1
6081284	6082200	0	0	0	1
6085145	6085759	0	0	0	2
6087093	6087343	0	0	0	2
6087527	6089194	0	0	0	2
6089499	6091365	0	0	0	2
6111252	6112068	0	0	0	1
6112239	6112737	0	0	0	1
6112855	6116222	0	0	0	1
6116287	6116460	0	0	0	1
6116623	6116892	0	0	0	1
6117018	6117126	0	0	0	1
6117251	6117802	0	0	0	1
6118027	6118254	0	0	0	1
6118402	6118781	0	0	0	1
6118908	6119022	0	0	0	1
6119240	6119718	0	0	0	1
6120001	6120485	0	0	0	1
6120718	6121142	0	0	0	1
6230951	6234981	0	0	0	2
6230951	6235987	0	0	0	2
6230951	6267133	0	0	0	2
6232833	6234981	0	0	0	2
6235147	6235987	0	0	0	2
6235147	6254789	0	0	0	2
6235147	6267133	0	0	0	2
6236160	6267133	0	0	0	2
6254849	6267133	0	0	0	2
6272164	6272780	0	0	0	2
6272880	6272965	0	0	0	2
6273026	6273920	0	0	0	2
6274032	6274149	0	0	0	2
6274249	6274935	0	0	0	2
6275041	6275271	0	0	0	2
6275371	6275865	0	0	0	2
6276013	6276085	0	0	0	2
6276203	6276375	0	0	0	2
6309304	6309698	0	0	0	1
6309816	6310670	0	0	0	1
6310779	6311464	0	0	0	1
6311556	6311677	0	0	0	1
6311847	6312835	0	0	0	1
6318604	6320870	0	0	0	1
6318604	6329546	0	0	0	1
6318604	6354356	0	0	0	1
6320974	6321162	0	0	0	1
6320974	6322598	0	0	0	1
6322697	6356686	0	0	0	1
6329607	6354356	0	0	0	1
6354522	6358553	0	0	0	1
6358574	6358575	0	0	0	1
6358738	6358739	0	0	0	1
6445325	6445538	0	0	0	2
6445661	6447734	0	0	0	2
6445661	6448479	0	0	0	2
6447579	6447734	0	0	0	2
6447772	6467446	0	0	0	2
6447777	6448479	0	0	0	2
6448565	6449821	0	0	0	2
6449931	6450510	0	0	0	2
6450646	6450902	0	0	0	2
6450981	6452117	0	0	0	2
6452224	6453987	0	0	0	2
6454073	6454629	0	0	0	2
6454756	6455576	0	0	0	2
6455669	6456879	0	0	0	2
6456950	6457063	0	0	0	2
6457199	6457292	0	0	0	2
6457373	6457919	0	0	0	2
6458055	6459454	0	0	0	2
6458055	6460185	0	0	0	2
6459638	6460185	0	0	0	2
6460293	6461656	0	0	0	2
6460293	6463661	0	0	0	2
6463879	6464942	0	0	0	2
6464981	6467446	0	0	0	2
6465019	6467446	0	0	0	2
6465019	6467901	0	0	0	2
6484916	6486136	0	0	0	2
6486230	6486320	0	0	0	2
6486455	6487105	0	0	0	2
6487205	6487361	0	0	0	2
6487412	6492129	0	0	0	2
6487412	6492253	0	0	0	2
6487412	6493042	0	0	0	2
6492197	6493042	0	0	0	2
6492197	6495991	0	0	0	2
6492292	6495991	0	0	0	2
6493110	6495991	0	0	0	2
6496080	6499127	0	0	0	2
6551450	6552765	0	0	0	2
6552930	6553768	0	0	0	2
6560971	6562199	0	0	0	1
6561537	6562199	0	0	0	1
6562093	6562199	0	0	0	1
6562323	6563753	0	0	0	1
6630570	6634602	0	0	0	2
6632437	6634602	0	0	0	2
6632437	6666427	0	0	0	2
6634768	6635609	0	0	0	2
6634768	6659517	0	0	0	2
6634768	6670520	0	0	0	2
6659578	6670520	0	0	0	2
6666526	6668150	0	0	0	2
6667962	6668150	0	0	0	2
6668243	6670520	0	0	0	2
6668254	6670520	0	0	0	2
6676299	6676375	0	0	0	2
6676454	6677309	0	0	0	2
6677445	6677569	0	0	0	2
6677661	6678346	0	0	0	2
6678450	6678658	0	0	0	2
6678789	6679279	0	0	0	2
6679410	6679543	0	0	0	2
6679635	6679810	0	0	0	2
6712737	6712924	0	0	0	1
6713031	6713137	0	0	0	1
6713250	6713755	0	0	0	1
6713850	6714088	0	0	0	1
6714183	6714877	0	0	0	1
6714969	6716095	0	0	0	1
6716157	6716242	0	0	0	1
6721991	6724257	0	0	0	1
6724293	6724391	0	0	0	1
6789706	6797728	0	0	0	1
6797785	6810855	0	0	0	1
6858643	6859036	0	0	0	1
6859216	6896993	0	0	0	1
6905165	6906515	0	0	0	1
6986648	6992108	0	0	0	2
6992322	6993497	0	0	0	2
6993596	6995220	0	0	0	2
6995032	6995220	0	0	0	2
6995313	6997590	0	0	0	2
6995324	6997590	0	0	0	2
7003365	7003441	0	0	0	2
7003509	7004461	0	0	0	2
7004517	7004638	0	0	0	2
7004730	7005409	0	0	0	2
7005522	7005724	0	0	0	2
7005858	7006378	0	0	0	2
7006494	7006609	0	0	0	2
7006701	7006879	0	0	0	2
7020649	7024623	0	0	0	1
7049060	7061345	0	0	0	1
7049060	7080034	0	0	0	1
7049060	7081047	0	0	0	1
7061405	7081047	0	0	0	1
7080207	7085243	0	0	0	1
7080289	7081047	0	0	0	1
7081213	7083361	0	0	0	1
7081213	7085243	0	0	0	1
7385142	7385227	0	0	0	2
7385289	7386238	0	0	0	2
7386294	7386418	0	0	0	2
7386510	7387195	0	0	0	2
7387299	7387504	0	0	0	2
7387638	7388128	0	0	0	2
7388259	7388389	0	0	0	2
7388481	7388668	0	0	0	2
7421597	7421769	0	0	0	2
7421887	7421959	0	0	0	2
7422107	7422601	0	0	0	2
7422701	7422931	0	0	0	2
7423037	7423717	0	0	0	2
7423823	7423940	0	0	0	2
7424052	7424946	0	0	0	2
7425007	7425092	0	0	0	2
7425192	7425808	0	0	0	2
7430838	7443123	0	0	0	1
7430838	7461812	0	0	0	1
7430838	7462825	0	0	0	1
7443183	7462825	0	0	0	1
7461985	7467021	0	0	0	1
7462067	7462825	0	0	0	1
7462991	7463447	0	0	0	1
7462991	7465139	0	0	0	1
7462991	7467021	0	0	0	1
7463503	7467021	0	0	0	1
7669659	7675412	0	0	0	2
7671382	7675412	0	0	0	2
7671382	7676418	0	0	0	2
7672054	7676142	0	0	0	2
7673264	7675412	0	0	0	2
7675578	7676336	0	0	0	2
7675578	7676424	0	0	0	2
7676591	7681595	0	0	0	2
7745038	7748897	0	0	0	1
7745367	7748897	0	0	0	1
7745650	7748897	0	0	0	1
7748987	7754950	0	0	0	1
7748987	7769185	0	0	0	1
7755118	7758103	0	0	0	1
7755118	7769185	0	0	0	1
7769375	7771565	0	0	0	1
7769375	7774197	0	0	0	1
7774588	7777666	0	0	0	1
7785900	7788859	0	0	0	2
7785900	7789472	0	0	0	2
7789618	7793819	0	0	0	2
7819672	7825372	0	0	0	2
7819672	7828640	0	0	0	2
7828724	7829515	0	0	0	2
7828752	7829515	0	0	0	2
7828752	7829885	0	0	0	2
8197927	8200736	0	0	0	1
8201052	8222959	0	0	0	1
8223057	8223183	0	0	0	1
8224185	8224345	0	0	0	1
8224438	8226172	0	0	0	1
8226391	8227178	0	0	0	1
8380972	8383782	0	0	0	1
8383921	8405958	0	0	0	1
8383921	8450145	0	0	0	1
8384098	8405958	0	0	0	1
8384098	8450145	0	0	0	1
8406056	8406182	0	0	0	1
8407184	8407344	0	0	0	1
8407437	8409171	0	0	0	1
8409390	8410177	0	0	0	1
8450243	8450369	0	0	0	1
8451371	8451531	0	0	0	1
8451624	8453318	0	0	0	1
8453537	8454324	0	0	0	1
8759261	8761274	0	0	0	1
8759861	8761274	0	0	0	1
8763340	8807011	0	0	0	2
8807172	8836525	0	0	0	2
8857318	8859995	0	0	0	1
8860066	8863999	0	0	0	1
8864082	8866869	0	0	0	1
8866899	8866989	0	0	0	1
8867063	8873015	0	0	0	1
8873087	8877129	0	0	0	1
8877294	8878662	0	0	0	1
8878843	8880010	0	0	0	1
8996599	9018546	0	0	0	2
9053393	9058821	0	0	0	1
9068629	9069443	0	0	0	2
9069599	9070212	0	0	0	2
9070444	9071126	0	0	0	2
9070444	9127487	0	0	0	2
9071248	9071607	0	0	0	2
9071682	9073093	0	0	0	2
9127547	9129681	0	0	0	2
9325100	9325629	0	0	0	1
9325100	9325872	0	0	0	1
9325100	9327238	0	0	0	1
9325223	9325603	0	0	0	1
9325223	9327238	0	0	0	1
9325823	9327238	0	0	0	1
9325961	9327238	0	0	0	1
9327298	9331229	0	0	0	1
9327298	9343506	0	0	0	1
9331290	9367172	0	0	0	1
9343532	9354229	0	0	0	1
9367275	9368464	0	0	0	1
9369326	9373945	0	0	0	2
9374166	9375506	0	0	0	2
9375719	9376350	0	0	0	2
9530263	9542986	0	0	1	1
9543107	9548815	0	1	0	1
9548995	9558971	0	0	0	1
9634398	9677370	0	0	0	1
9677569	9678228	0	0	0	1
9678353	9679513	0	0	0	1
9782304	9783246	0	0	0	2
9782304	9807733	0	0	0	2
9783305	9792553	0	0	0	2
9792642	9807733	0	0	0	2
9807102	9807733	0	0	0	2
9807820	9808172	0	0	0	2
9807974	9808172	0	0	0	2
9807974	9813835	0	0	0	2
9808361	9809065	0	0	0	2
9808361	9812425	0	0	0	2
9809181	9809671	0	0	0	2
9809181	9810091	0	0	0	2
9810515	9816653	0	0	0	2
9810515	9837762	0	0	0	2
9913504	9914403	0	2	2	1
9913506	9914091	0	0	0	1
9914181	9914404	0	1	0	1
9975104	9986145	0	0	0	2
9986340	9988153	0	0	0	2
9988318	9988524	0	0	0	2
9988661	9992164	0	0	1	2
9992259	9996820	0	0	0	2
9996991	9997744	0	0	2	2
9997845	9997956	0	1	0	2
9998047	10002082	0	1	0	2
