chr21	5011875	5012547	+	1
chr21	5012688	5014385	+	1
chr21	5014472	5016934	+	1
chr21	5022694	5025008	+	2
chr21	5025050	5026279	+	2
chr21	5025050	5026431	+	2
chr21	5025050	5027934	+	2
chr21	5026631	5027934	+	2
chr21	5028226	5032052	+	2
chr21	5032218	5033407	+	2
chr21	5033444	5034581	+	2
chr21	5033444	5040584	+	2
chr21	5073686	5087616	+	3
chr21	5079297	5079683	-	4
chr21	5079735	5121710	-	4
chr21	5079735	5124755	-	4
chr21	5117232	5118690	-	4,5
chr21	5118848	5121710	-	4,5
chr21	5118848	5124755	-	4
chr21	5120890	5121710	-	4
chr21	5121112	5121710	-	4
chr21	5121804	5124755	-	4,5
chr21	5122201	5124755	-	4
chr21	5124876	5125024	-	4
chr21	5124876	5125878	-	4,5
chr21	5125993	5127083	-	4
chr21	5125993	5127897	-	4
chr21	5125993	5128213	-	4
chr21	5125993	5133425	-	5
chr21	5127951	5128213	-	4
chr21	5131456	5133425	-	6
chr21	5133501	5133654	-	5,6
chr21	5133806	5133901	-	6
chr21	5134121	5134360	-	6
chr21	5134121	5135088	-	6
chr21	5134480	5135088	-	6
chr21	5135155	5135934	-	6
chr21	5136044	5137326	-	6
chr21	5137475	5137877	-	6
chr21	5137475	5139697	-	6
chr21	5139879	5140952	-	6
chr21	5141104	5141276	-	6
chr21	5141425	5141558	-	6
chr21	5141708	5142531	-	6
chr21	5142669	5143221	-	6
chr21	5143293	5144090	-	6
chr21	5144235	5144423	-	6
chr21	5144235	5145237	-	6
chr21	5144235	5146136	-	6
chr21	5146367	5146657	-	6
chr21	5146794	5147288	-	6
chr21	5147433	5147778	-	6
chr21	5147879	5148209	-	6
chr21	5148305	5152960	-	6
chr21	5153074	5154059	-	6
chr21	5153074	5154360	-	6
chr21	5153074	5154622	-	6
chr21	5158760	5159079	-	7
chr21	5159275	5163517	-	7
chr21	5232925	5243702	-	8
chr21	5499810	5499998	-	9
chr21	5499968	5500066	-	9
chr21	5500102	5502368	-	9
chr21	5553839	5566124	+	10
chr21	5553839	5579669	+	10
chr21	5553839	5584809	+	10
chr21	5553839	5585822	+	10
chr21	5553839	5590018	+	10
chr21	5566184	5585822	+	10
chr21	5579809	5584809	+	10
chr21	5584976	5585822	+	10
chr21	5585064	5585822	+	10
chr21	5585258	5589346	+	10
chr21	5585988	5586444	+	10
chr21	5585988	5588136	+	10
chr21	5585988	5590018	+	10
chr21	5585988	5614751	+	10
chr21	5586500	5590018	+	10
chr21	5705454	5706962	+	13
chr21	5707158	5709153	-	14
chr21	6060500	6062523	+	18
chr21	6062592	6066866	+	18
chr21	6067050	6067704	+	18
chr21	6067050	6076003	+	18
chr21	6073393	6074775	+	18
chr21	6073393	6076003	+	18
chr21	6073674	6074775	+	18
chr21	6074926	6075739	+	18
chr21	6074926	6076003	+	18
chr21	6075808	6076003	+	18
chr21	6081285	6082201	+	19
chr21	6085146	6085760	-	20
chr21	6087094	6087344	-	20
chr21	6087528	6089195	-	20
chr21	6089500	6091366	-	20
chr21	6111253	6112069	+	21
chr21	6112240	6112738	+	21
chr21	6112856	6116223	+	21
chr21	6116288	6116461	+	21
chr21	6116624	6116893	+	21
chr21	6117019	6117127	+	21
chr21	6117252	6117803	+	21
chr21	6118028	6118255	+	21
chr21	6118403	6118782	+	21
chr21	6118909	6119023	+	21
chr21	6119241	6119719	+	21
chr21	6120002	6120486	+	21
chr21	6120719	6121143	+	21
chr21	6230952	6234982	-	24
chr21	6230952	6235988	-	24
chr21	6230952	6267134	-	24
chr21	6232834	6234982	-	24
chr21	6235148	6235988	-	24
chr21	6235148	6254790	-	24
chr21	6235148	6267134	-	24
chr21	6236161	6267134	-	24
chr21	6254850	6267134	-	24
chr21	6272165	6272781	-	25
chr21	6272881	6272966	-	25
chr21	6273027	6273921	-	25
chr21	6274033	6274150	-	25
chr21	6274250	6274936	-	25
chr21	6275042	6275272	-	25
chr21	6275372	6275866	-	25
chr21	6276014	6276086	-	25
chr21	6276204	6276376	-	25
chr21	6309305	6309699	+	26
