18342
5011798	5011873	1	331	787
5012547	5012686	1	331	787
5014385	5014470	1	331	787
5016934	5017144	1	331	787
5022492	5022692	1	43	66
5022492	5022692	1	43	70
5022530	5022692	1	43	67
5022530	5022692	1	43	68
5022532	5022692	1	43	69
5025008	5025048	1	43	66
5025008	5025048	1	43	67
5025008	5025048	1	43	68
5025008	5025048	1	43	69
5025008	5025048	1	43	70
5026279	5026629	1	43	66
5026279	5026629	1	43	67
5026431	5026629	1	43	68
5027934	5028224	1	43	66
5027934	5028224	1	43	67
5027934	5028224	1	43	68
5027934	5028224	1	43	69
5027934	5028224	1	43	70
5032052	5032216	1	43	66
5032052	5032216	1	43	67
5032052	5032216	1	43	68
5032052	5032216	1	43	69
5032052	5032216	1	43	70
5033407	5033442	1	43	66
5033407	5033442	1	43	67
5033407	5033442	1	43	68
5033407	5033442	1	43	69
5033407	5033442	1	43	70
5034581	5034683	1	43	68
5034581	5036124	1	43	69
5034581	5036770	1	43	67
5040584	5040660	1	43	66
5040584	5040665	1	43	70
5073457	5073684	1	44	71
5079293	5079295	2	66	117
5079293	5079295	2	66	118
5079683	5079733	2	66	117
5079683	5079733	2	66	118
5087616	5087866	1	44	71
5116340	5117230	2	66	119
5116340	5117230	2	66	120
5116342	5117230	2	212	464
5116936	5117230	2	66	121
5118690	5118846	2	66	119
5118690	5118846	2	66	120
5118690	5118846	2	66	121
5118690	5118846	2	212	464
5120633	5120888	2	66	123
5120633	5121110	2	66	122
5120635	5120888	2	66	124
5121448	5121802	2	66	125
5121710	5121802	2	66	117
5121710	5121802	2	66	119
5121710	5121802	2	66	120
5121710	5121802	2	66	122
5121710	5121802	2	66	123
5121710	5121802	2	66	124
5121710	5121802	2	212	464
5122012	5122199	2	66	126
5124485	5124874	2	66	127
5124755	5124867	2	66	122
5124755	5124874	2	66	117
5124755	5124874	2	66	118
5124755	5124874	2	66	119
5124755	5124874	2	66	120
5124755	5124874	2	66	121
5124755	5124874	2	66	123
5124755	5124874	2	66	124
5124755	5124874	2	66	125
5124755	5124874	2	66	126
5124755	5124874	2	212	464
5125024	5125177	2	66	127
5125878	5125991	2	66	117
5125878	5125991	2	66	118
5125878	5125991	2	66	119
5125878	5125991	2	66	120
5125878	5125991	2	66	121
5125878	5125991	2	66	123
5125878	5125991	2	66	124
5125878	5125991	2	66	125
5125878	5125991	2	66	126
5125878	5125991	2	212	464
5127083	5127142	2	66	119
5127897	5127926	2	66	117
5127897	5127926	2	66	118
5127897	5127926	2	66	126
5127897	5127949	2	66	120
5127897	5127949	2	66	121
5127897	5127949	2	66	123
5127897	5127949	2	66	125
5128213	5128272	2	66	123
5128213	5128368	2	66	120
5128213	5128371	2	66	121
5128213	5128377	2	66	125
5128213	5128412	2	66	124
5130870	5131454	2	152	306
5133425	5133499	2	152	306
5133425	5133499	2	212	464
5133452	5133499	2	152	307
5133654	5133804	2	152	306
5133654	5133804	2	152	307
5133654	5133804	2	212	464
5133901	5134119	2	152	306
5133901	5134119	2	152	307
5134198	5135153	2	152	308
5134360	5134478	2	152	307
5135088	5135153	2	152	306
5135088	5135153	2	152	307
5135934	5136042	2	152	306
5135934	5136042	2	152	307
5135934	5137473	2	152	308
5136987	5137473	2	152	309
5137326	5137473	2	152	306
5137877	5137938	2	152	309
5139697	5139877	2	152	306
5139697	5141102	2	152	308
5140952	5141102	2	152	306
5141276	5141423	2	152	306
5141276	5141423	2	152	308
5141558	5141706	2	152	306
5141558	5141706	2	152	308
5142531	5142667	2	152	306
5142531	5142895	2	152	308
5143221	5143291	2	152	306
5143221	5143291	2	152	310
5143221	5143291	2	152	311
5144090	5144233	2	152	306
5144090	5144233	2	152	310
5144090	5144233	2	152	311
5144423	5144723	2	152	310
5145237	5145444	2	152	311
5146136	5146365	2	152	306
5146657	5146792	2	152	306
5147288	5147431	2	152	306
5147348	5147431	2	152	312
5147389	5147431	2	152	313
5147778	5147877	2	152	306
5147778	5147877	2	152	312
5147778	5147877	2	152	313
5148209	5148303	2	152	306
5148209	5148303	2	152	312
5148209	5148303	2	152	313
5152960	5153072	2	152	306
5152960	5153072	2	152	312
5152960	5153072	2	152	313
5154059	5154246	2	152	313
5154360	5154526	2	152	312
5154622	5154657	2	152	306
5155498	5158758	2	268	594
5157011	5158758	2	268	595
5159079	5159273	2	268	594
5159079	5159273	2	268	595
5163517	5163694	2	268	594
5163517	5165471	2	268	595
5232667	5232923	2	326	762
5243702	5243832	2	326	762
