875
ENSG00000279493.1	FP565260.4	protein_coding
ENSG00000277117.5	FP565260.3	protein_coding
ENSG00000279687.1	FP565260.5	lncRNA
ENSG00000280071.4	GATD3B	protein_coding
ENSG00000276612.3	FP565260.2	protein_coding
ENSG00000275464.5	FP565260.1	protein_coding
ENSG00000280433.1	FP565260.6	protein_coding
ENSG00000279669.1	AC079801.1	lncRNA
ENSG00000279094.3	LINC01670	lncRNA
ENSG00000274333.4	CU633967.1	lncRNA
ENSG00000277777.1	Y_RNA	misc_RNA
ENSG00000279186.1	FP236315.2	TEC
ENSG00000279784.1	FP236315.3	lncRNA
ENSG00000279064.1	FP236315.1	lncRNA
ENSG00000274559.3	CU639417.1	protein_coding
ENSG00000280013.1	CU639417.3	processed_pseudogene
ENSG00000279769.1	CU639417.2	TEC
ENSG00000280191.3	LINC01669	lncRNA
ENSG00000280095.1	CU639417.4	lncRNA
ENSG00000280179.1	CU639417.5	lncRNA
ENSG00000275993.3	SIK1B	protein_coding
ENSG00000288187.1	CU633906.5	lncRNA
ENSG00000274790.1	Y_RNA	misc_RNA
ENSG00000275496.4	CU633906.1	lncRNA
ENSG00000280019.1	CU633906.4	unprocessed_pseudogene
ENSG00000279709.1	CU633906.3	unprocessed_pseudogene
ENSG00000278903.3	CU633906.2	lncRNA
ENSG00000276902.1	Y_RNA	misc_RNA
ENSG00000274276.4	CBSL	protein_coding
ENSG00000275895.7	U2AF1L5	protein_coding
ENSG00000280346.1	FP236240.3	processed_pseudogene
ENSG00000279226.1	FP236240.2	TEC
ENSG00000278927.1	FP236240.1	lncRNA
ENSG00000276076.4	CRYAA2	protein_coding
ENSG00000280145.3	CU638689.4	lncRNA
ENSG00000278878.1	CU638689.1	lncRNA
ENSG00000279788.1	CU638689.3	unprocessed_pseudogene
ENSG00000279728.1	CU638689.2	unprocessed_pseudogene
ENSG00000280164.1	CU638689.5	lncRNA
ENSG00000279998.1	FP475955.3	lncRNA
ENSG00000278955.3	FP475955.1	lncRNA
ENSG00000284550.1	MIR8069-1	miRNA
ENSG00000280172.1	FP475955.4	processed_pseudogene
ENSG00000279751.1	FP475955.2	lncRNA
ENSG00000280018.4	CU634019.5	lncRNA
ENSG00000279477.1	CU634019.4	unprocessed_pseudogene
ENSG00000278884.1	CU634019.2	lncRNA
ENSG00000277067.4	CU634019.1	lncRNA
ENSG00000274046.1	Y_RNA	misc_RNA
ENSG00000280330.1	CTBP2P10	processed_pseudogene
ENSG00000279303.1	CU634019.3	TEC
ENSG00000279647.1	CU633904.2	unprocessed_pseudogene
ENSG00000279895.1	CU633904.3	unprocessed_pseudogene
ENSG00000276077.4	CU633904.1	lncRNA
ENSG00000274484.1	Y_RNA	misc_RNA
ENSG00000279177.1	CTBP2P9	processed_pseudogene
ENSG00000276546.1	Y_RNA	misc_RNA
ENSG00000277991.4	FP236241.1	lncRNA
ENSG00000273590.4	SMIM11B	protein_coding
ENSG00000277277.3	FAM243B	protein_coding
ENSG00000278961.2	SMIM34B	protein_coding
ENSG00000276289.4	KCNE1B	protein_coding
ENSG00000273614.1	CU633980.1	snoRNA
ENSG00000279967.1	FP671120.5	TEC
ENSG00000278996.1	FP671120.4	lncRNA
ENSG00000275950.1	MIR6724-1	miRNA
ENSG00000275664.1	FP671120.1	misc_RNA
ENSG00000275708.1	MIR3648-1	miRNA
ENSG00000277437.1	FP671120.2	miRNA
ENSG00000280800.1	FP671120.6	lncRNA
ENSG00000278233.1	RNA5-8SN2	rRNA
ENSG00000286155.1	FP671120.10	TEC
ENSG00000286252.1	FP671120.11	TEC
ENSG00000286057.1	FP671120.9	TEC
ENSG00000286012.1	FP671120.8	TEC
ENSG00000274060.1	MIR6724-2	miRNA
ENSG00000277671.1	FP671120.3	misc_RNA
ENSG00000281383.1	FP671120.7	lncRNA
ENSG00000277739.1	5_8S_rRNA	rRNA
ENSG00000280441.3	FP236383.3	lncRNA
ENSG00000277379.1	MIR6724-3	miRNA
ENSG00000274868.1	FP236383.1	misc_RNA
ENSG00000280614.1	FP236383.4	lncRNA
ENSG00000275215.1	RNA5-8SN3	rRNA
ENSG00000286267.1	FP236383.13	TEC
ENSG00000286146.1	FP236383.9	TEC
ENSG00000286054.1	FP236383.7	TEC
ENSG00000286178.1	FP236383.12	TEC
ENSG00000275692.1	MIR6724-4	miRNA
ENSG00000278775.1	FP236383.2	misc_RNA
ENSG00000281181.1	FP236383.5	lncRNA
ENSG00000278189.1	RNA5-8SN1	rRNA
ENSG00000286149.1	FP236383.11	TEC
ENSG00000286032.1	FP236383.6	TEC
ENSG00000286091.1	FP236383.8	TEC
ENSG00000286148.1	FP236383.10	TEC
ENSG00000279990.1	RPSAP68	processed_pseudogene
ENSG00000279615.1	CR381572.2	processed_pseudogene
ENSG00000279167.1	CR381572.1	processed_pseudogene
ENSG00000279579.3	LINC01666	lncRNA
ENSG00000286033.1	CR381670.2	lncRNA
ENSG00000279213.1	SNX18P10	processed_pseudogene
ENSG00000280243.1	MTCO1P1	processed_pseudogene
ENSG00000278931.1	CR381670.1	unprocessed_pseudogene
ENSG00000264462.1	MIR3648-2	miRNA
ENSG00000264063.1	CR392039.1	miRNA
ENSG00000279501.1	CR392039.4	lncRNA
ENSG00000279414.1	CR392039.3	processed_pseudogene
ENSG00000280436.1	CR392039.5	unprocessed_pseudogene
ENSG00000188681.11	TEKT4P2	transcribed_unprocessed_pseudogene
ENSG00000279720.1	SOWAHCP2	processed_pseudogene
ENSG00000279381.1	CR392039.2	processed_pseudogene
ENSG00000278932.4	CR381653.1	lncRNA
ENSG00000279718.1	SNX18P12	processed_pseudogene
ENSG00000279208.1	CR381653.2	unprocessed_pseudogene
ENSG00000279864.2	NCOR1P4	transcribed_processed_pseudogene
ENSG00000279211.1	AC124864.1	processed_pseudogene
ENSG00000286103.1	AC124864.2	lncRNA
ENSG00000275631.1	U1	snRNA
ENSG00000280081.4	LINC01667	transcribed_processed_pseudogene
ENSG00000279783.1	AC018692.2	processed_pseudogene
ENSG00000264002.2	RN7SL52P	misc_RNA
ENSG00000252199.1	SNORA70	snoRNA
ENSG00000279321.1	AC018692.1	lncRNA
ENSG00000270533.2	CR382285.1	transcribed_processed_pseudogene
ENSG00000280372.1	CR382285.2	TEC
ENSG00000279851.2	CR382287.2	lncRNA
ENSG00000279062.1	CR382287.1	unprocessed_pseudogene
ENSG00000277693.2	AP003900.1	lncRNA
ENSG00000275945.1	EIF3FP1	processed_pseudogene
ENSG00000275592.1	VN1R7P	processed_pseudogene
ENSG00000278106.1	AF254983.2	unprocessed_pseudogene
ENSG00000187172.15	BAGE2	transcribed_unprocessed_pseudogene
ENSG00000273840.1	AF254983.1	lncRNA
ENSG00000274391.4	TPTE	protein_coding
ENSG00000278678.1	CYCSP41	processed_pseudogene
ENSG00000273872.1	SLC25A15P4	unprocessed_pseudogene
ENSG00000276556.1	AF254982.1	unprocessed_pseudogene
ENSG00000277282.1	IGHV1OR21-1	IG_V_gene
ENSG00000229306.1	AP001464.1	lncRNA
ENSG00000224309.7	ANKRD30BP2	transcribed_unprocessed_pseudogene
ENSG00000207097.1	RNU6-614P	snRNA
ENSG00000168122.4	ZNF355P	unprocessed_pseudogene
ENSG00000237202.1	AJ239321.1	processed_pseudogene
ENSG00000280108.2	AJ239318.1	lncRNA
ENSG00000185390.2	FGF7P2	unprocessed_pseudogene
ENSG00000175302.5	ANKRD30BP1	unprocessed_pseudogene
ENSG00000266211.1	MIR3156-3	miRNA
ENSG00000226930.1	GTF2IP2	unprocessed_pseudogene
ENSG00000219280.1	VN1R8P	processed_pseudogene
ENSG00000228159.2	LINC01674	lncRNA
ENSG00000228184.1	SNX19P1	processed_pseudogene
ENSG00000179381.8	OR4K11P	unprocessed_pseudogene
ENSG00000218549.2	OR4K12P	unprocessed_pseudogene
ENSG00000166351.10	POTED	protein_coding
ENSG00000207476.1	RNU6-286P	snRNA
ENSG00000266299.1	MIR3118-1	miRNA
ENSG00000278381.1	AL050303.2	processed_pseudogene
ENSG00000227874.1	GRAMD4P1	processed_pseudogene
ENSG00000214319.2	CXADRP1	processed_pseudogene
ENSG00000279773.1	AL050303.3	TEC
ENSG00000273692.1	LONRF2P5	processed_pseudogene
ENSG00000278618.1	MIR8069-2	miRNA
ENSG00000229231.1	FEM1AP1	processed_pseudogene
ENSG00000224922.1	AL050303.1	lncRNA
ENSG00000173231.6	TERF1P1	processed_pseudogene
ENSG00000232797.1	FAM207CP	processed_pseudogene
ENSG00000224860.1	GXYLT1P2	processed_pseudogene
ENSG00000215562.2	CNN2P7	processed_pseudogene
ENSG00000234538.1	ZNF114P1	processed_pseudogene
ENSG00000228314.1	CYP4F29P	transcribed_unprocessed_pseudogene
ENSG00000230965.1	SNX18P13	processed_pseudogene
ENSG00000215559.8	ANKRD20A11P	transcribed_unprocessed_pseudogene
ENSG00000203616.2	RHOT1P2	processed_pseudogene
ENSG00000223287.1	RNU6-954P	snRNA
ENSG00000183249.8	NF1P3	unprocessed_pseudogene
ENSG00000233442.2	PPP6R2P1	unprocessed_pseudogene
ENSG00000275170.1	FRG2MP	processed_pseudogene
ENSG00000224905.7	AP001347.1	lncRNA
ENSG00000249493.1	ANKRD20A18P	unprocessed_pseudogene
ENSG00000201812.1	RNA5SP488	rRNA_pseudogene
ENSG00000277572.1	AP001347.2	misc_RNA
ENSG00000188992.11	LIPI	protein_coding
ENSG00000240755.1	ERLEC1P1	processed_pseudogene
ENSG00000185272.14	RBM11	protein_coding
ENSG00000243064.8	ABCC13	transcribed_unprocessed_pseudogene
ENSG00000155304.6	HSPA13	protein_coding
ENSG00000155307.19	SAMSN1	protein_coding
ENSG00000223662.1	SAMSN1-AS1	lncRNA
ENSG00000232884.9	AF127936.1	lncRNA
ENSG00000228600.1	POLR2CP1	processed_pseudogene
ENSG00000225502.2	GAPDHP16	processed_pseudogene
ENSG00000235609.7	AF127577.4	lncRNA
ENSG00000281903.2	LINC02246	lncRNA
ENSG00000226406.1	RBMX2P1	processed_pseudogene
ENSG00000235277.1	AF127577.3	lncRNA
ENSG00000180530.11	NRIP1	protein_coding
ENSG00000229047.1	AF127577.1	lncRNA
ENSG00000231201.1	AF127577.2	lncRNA
ENSG00000279390.1	AF127577.6	TEC
ENSG00000236471.1	AF127577.5	lncRNA
ENSG00000288536.1	AF222684.1	lncRNA
ENSG00000288555.1	AF222685.1	lncRNA
ENSG00000288578.1	AF130248.1	lncRNA
ENSG00000280082.1	AF246928.1	TEC
ENSG00000229425.3	AJ009632.2	lncRNA
ENSG00000224524.1	CYCSP42	processed_pseudogene
ENSG00000224247.1	AJ009632.1	lncRNA
ENSG00000212564.1	RNU6-1326P	snRNA
ENSG00000226298.1	RAD23BP3	processed_pseudogene
ENSG00000155313.15	USP25	protein_coding
ENSG00000234159.1	RBPMSLP	processed_pseudogene
ENSG00000215386.13	MIR99AHG	lncRNA
ENSG00000252273.1	RNU6-426P	snRNA
ENSG00000214976.2	VDAC2P1	processed_pseudogene
ENSG00000224602.1	RPS26P5	processed_pseudogene
ENSG00000201025.1	SNORD74B	snoRNA
ENSG00000270071.3	AP001172.1	lncRNA
ENSG00000270139.1	AP001172.2	lncRNA
ENSG00000287066.1	AP000962.3	lncRNA
ENSG00000280432.1	AP000962.2	TEC
ENSG00000207638.1	MIR99A	miRNA
ENSG00000199030.2	MIRLET7C	miRNA
ENSG00000269950.1	AP000962.1	lncRNA
ENSG00000207863.1	MIR125B2	miRNA
ENSG00000239023.1	RNU1-98P	snRNA
ENSG00000237735.2	AF130359.1	lncRNA
ENSG00000232886.1	AF212831.1	lncRNA
ENSG00000225735.1	NEK4P1	processed_pseudogene
ENSG00000278181.1	AP000457.1	processed_pseudogene
ENSG00000252462.1	RNU6-113P	snRNA
ENSG00000232560.7	LINC01549	lncRNA
ENSG00000226580.1	RPL39P40	processed_pseudogene
ENSG00000266195.2	RN7SL163P	misc_RNA
ENSG00000154639.19	CXADR	protein_coding
ENSG00000232260.2	BTF3L4P1	processed_pseudogene
ENSG00000200754.1	Y_RNA	misc_RNA
ENSG00000199962.1	Y_RNA	misc_RNA
ENSG00000154640.15	BTG3	protein_coding
ENSG00000280594.1	BTG3-AS1	lncRNA
ENSG00000226956.1	AP000432.1	lncRNA
ENSG00000279648.1	AP000432.2	TEC
ENSG00000240770.5	C21orf91-OT1	lncRNA
ENSG00000154642.11	C21orf91	protein_coding
ENSG00000244676.5	AL109761.1	lncRNA
ENSG00000231755.1	CHODL-AS1	lncRNA
ENSG00000215369.3	RPL37P3	processed_pseudogene
ENSG00000154645.14	CHODL	protein_coding
ENSG00000227330.1	AF130417.1	lncRNA
ENSG00000154646.9	TMPRSS15	protein_coding
ENSG00000228708.1	AL109763.1	lncRNA
ENSG00000224141.6	MIR548XHG	lncRNA
ENSG00000230233.1	AF240627.1	lncRNA
ENSG00000265841.1	MIR548X	miRNA
ENSG00000198618.5	PPIAP22	processed_pseudogene
ENSG00000279156.1	AL157359.3	TEC
ENSG00000232193.1	AL157359.2	lncRNA
ENSG00000226204.1	AL157359.1	lncRNA
ENSG00000235965.2	AP000431.2	lncRNA
ENSG00000229289.1	AP000431.1	lncRNA
ENSG00000226818.1	SLC6A6P1	processed_pseudogene
ENSG00000231620.1	AP000855.1	lncRNA
ENSG00000212609.1	RNU1-139P	snRNA
ENSG00000230198.1	RPL37P4	processed_pseudogene
ENSG00000271486.1	NIPA2P3	processed_pseudogene
ENSG00000229336.1	SREK1IP1P1	processed_pseudogene
ENSG00000215353.2	C1QBPP1	processed_pseudogene
ENSG00000233480.2	LINC01683	lncRNA
ENSG00000233236.1	LINC02573	lncRNA
ENSG00000251851.1	RNU6-772P	snRNA
ENSG00000252963.1	RN7SKP147	misc_RNA
ENSG00000233676.2	FDPSP6	processed_pseudogene
ENSG00000234439.1	KRT18P2	processed_pseudogene
ENSG00000233206.1	RPS3AP1	processed_pseudogene
ENSG00000276738.1	AP001506.1	processed_pseudogene
ENSG00000224924.7	LINC00320	lncRNA
ENSG00000215351.3	PPIAP1	processed_pseudogene
ENSG00000154654.15	NCAM2	protein_coding
ENSG00000226771.1	AP001136.1	lncRNA
ENSG00000234730.1	AP001117.1	lncRNA
ENSG00000237527.1	AF241725.1	lncRNA
ENSG00000238265.1	LINC00317	lncRNA
ENSG00000233997.5	LINC01425	lncRNA
ENSG00000227075.1	AP000472.1	lncRNA
ENSG00000233215.6	LINC01687	lncRNA
ENSG00000184856.7	LINC00308	lncRNA
ENSG00000234340.1	AP000705.2	processed_pseudogene
ENSG00000231136.1	AP000705.1	processed_pseudogene
ENSG00000202339.1	RNU4-45P	snRNA
ENSG00000226043.2	AP000561.1	lncRNA
ENSG00000223488.2	MAPK6P2	processed_pseudogene
ENSG00000234034.1	AP000959.1	lncRNA
ENSG00000225906.1	AP000949.1	processed_pseudogene
ENSG00000230972.1	AP001116.1	lncRNA
ENSG00000275469.1	MIR6130	miRNA
ENSG00000219368.3	ZNF299P	processed_pseudogene
ENSG00000231058.1	MSANTD2P1	processed_pseudogene
ENSG00000286222.1	AP001255.1	lncRNA
ENSG00000223078.1	RNU2-55P	snRNA
ENSG00000228592.2	D21S2088E	lncRNA
ENSG00000223822.2	EEF1A1P1	processed_pseudogene
ENSG00000237569.1	TUBAP	processed_pseudogene
ENSG00000199698.1	Y_RNA	misc_RNA
ENSG00000227716.1	AP000459.1	lncRNA
ENSG00000288094.1	AP000961.1	lncRNA
ENSG00000287612.1	AP000474.2	lncRNA
ENSG00000231986.1	AP000474.1	lncRNA
ENSG00000235564.2	AP000477.2	lncRNA
ENSG00000287801.1	AP000477.3	lncRNA
ENSG00000226996.5	AP000477.1	lncRNA
ENSG00000224018.2	AP000470.1	lncRNA
ENSG00000224832.2	LINC01689	lncRNA
ENSG00000237484.6	LINC01684	lncRNA
ENSG00000226983.3	LINC01692	lncRNA
ENSG00000227090.1	AP000402.1	lncRNA
ENSG00000230379.5	AP000146.1	lncRNA
ENSG00000237444.1	AP001342.1	processed_pseudogene
ENSG00000244278.1	AP000235.1	lncRNA
ENSG00000232512.6	AP000233.2	lncRNA
ENSG00000274662.1	RN7SKP236	misc_RNA
ENSG00000223870.1	AP000233.1	lncRNA
ENSG00000222042.2	AP001341.1	lncRNA
ENSG00000238627.1	RNA5SP489	rRNA_pseudogene
ENSG00000213885.4	RPL13AP7	transcribed_processed_pseudogene
ENSG00000279534.1	AP001340.1	TEC
ENSG00000185433.10	LINC00158	lncRNA
ENSG00000229962.2	AP000221.1	lncRNA
ENSG00000234883.6	MIR155HG	lncRNA
ENSG00000283904.1	MIR155	miRNA
ENSG00000260583.1	AP000223.1	lncRNA
ENSG00000154719.14	MRPL39	protein_coding
ENSG00000154721.15	JAM2	protein_coding
ENSG00000237731.1	RNGTTP1	processed_pseudogene
ENSG00000287109.1	AP000224.1	lncRNA
ENSG00000227054.1	FDX1P2	processed_pseudogene
ENSG00000154723.12	ATP5PF	protein_coding
ENSG00000154727.10	GABPA	protein_coding
ENSG00000235514.1	LLPHP2	processed_pseudogene
ENSG00000142192.21	APP	protein_coding
ENSG00000233783.8	AP001442.1	lncRNA
ENSG00000251972.1	RNU6-123P	snRNA
ENSG00000224541.1	AP001439.1	lncRNA
ENSG00000273492.6	AP000229.1	lncRNA
ENSG00000206802.1	RNU6-926P	snRNA
ENSG00000286902.1	AP001595.2	lncRNA
ENSG00000229025.1	AP001595.1	lncRNA
ENSG00000232692.1	AP001596.1	lncRNA
ENSG00000197934.8	CYYR1-AS1	lncRNA
ENSG00000273115.1	AP001596.2	lncRNA
ENSG00000166265.13	CYYR1	protein_coding
ENSG00000154734.15	ADAMTS1	protein_coding
ENSG00000223563.1	AP001599.1	lncRNA
ENSG00000154736.6	ADAMTS5	protein_coding
ENSG00000266133.1	MIR4759	miRNA
ENSG00000215326.3	GPX1P2	processed_pseudogene
ENSG00000231236.2	AP001605.1	lncRNA
ENSG00000236332.2	AP001604.1	lncRNA
ENSG00000233300.1	EIF4A1P1	processed_pseudogene
ENSG00000217026.3	RPL10P1	processed_pseudogene
ENSG00000219592.2	NCSTNP1	processed_pseudogene
ENSG00000234052.2	LINC01673	lncRNA
ENSG00000225298.5	LINC00113	lncRNA
ENSG00000234083.1	AJ006995.1	lncRNA
ENSG00000178457.3	LINC00314	lncRNA
ENSG00000232079.7	LINC01697	lncRNA
ENSG00000236532.6	LINC01695	lncRNA
ENSG00000232855.7	AF165147.1	lncRNA
ENSG00000226935.6	LINC00161	lncRNA
ENSG00000283300.1	U6	snRNA
ENSG00000156239.12	N6AMT1	protein_coding
ENSG00000215005.2	HSPD1P7	processed_pseudogene
ENSG00000215317.2	THUMPD1P1	processed_pseudogene
ENSG00000198862.14	LTN1	protein_coding
ENSG00000176054.6	RPL23P2	processed_pseudogene
ENSG00000156253.7	RWDD2B	protein_coding
ENSG00000273254.1	AF129075.2	lncRNA
ENSG00000156256.15	USP16	protein_coding
ENSG00000156261.13	CCT8	protein_coding
ENSG00000231125.2	AF129075.1	lncRNA
ENSG00000286018.1	AF129075.3	lncRNA
ENSG00000156265.16	MAP3K7CL	protein_coding
ENSG00000232687.1	RPL12P9	processed_pseudogene
ENSG00000201984.1	Y_RNA	misc_RNA
ENSG00000212479.2	U3	snoRNA
ENSG00000224649.1	AF124730.1	lncRNA
ENSG00000215533.8	LINC00189	lncRNA
ENSG00000156273.16	BACH1	protein_coding
ENSG00000236056.1	GAPDHP14	processed_pseudogene
ENSG00000248476.1	BACH1-IT1	lncRNA
ENSG00000273017.1	AP000240.1	lncRNA
ENSG00000232118.2	BACH1-AS1	lncRNA
ENSG00000228817.4	BACH1-IT2	lncRNA
ENSG00000234293.1	BACH1-IT3	lncRNA
ENSG00000171189.17	GRIK1	protein_coding
ENSG00000273464.1	AP000238.1	lncRNA
ENSG00000174680.10	GRIK1-AS1	lncRNA
ENSG00000259981.1	AF096876.1	lncRNA
ENSG00000156282.5	CLDN17	protein_coding
ENSG00000227342.1	LINC00307	lncRNA
ENSG00000156284.6	CLDN8	protein_coding
ENSG00000225267.1	RPL8P2	processed_pseudogene
ENSG00000188694.6	KRTAP24-1	protein_coding
ENSG00000232263.1	KRTAP25-1	protein_coding
ENSG00000197683.5	KRTAP26-1	protein_coding
ENSG00000206107.2	KRTAP27-1	protein_coding
ENSG00000186980.6	KRTAP23-1	protein_coding
ENSG00000250973.1	KRTAP13-6P	unprocessed_pseudogene
ENSG00000182816.9	KRTAP13-2	protein_coding
ENSG00000265007.1	MIR4327	miRNA
ENSG00000198390.5	KRTAP13-1	protein_coding
ENSG00000240432.3	KRTAP13-3	protein_coding
ENSG00000186971.3	KRTAP13-4	protein_coding
ENSG00000233640.2	KRTAP13-5P	unprocessed_pseudogene
ENSG00000186970.4	KRTAP15-1	protein_coding
ENSG00000184351.8	KRTAP19-1	protein_coding
ENSG00000186965.5	KRTAP19-2	protein_coding
ENSG00000244025.5	KRTAP19-3	protein_coding
ENSG00000186967.7	KRTAP19-4	protein_coding
ENSG00000186977.3	KRTAP19-5	protein_coding
ENSG00000237841.1	KRTAP19-9P	unprocessed_pseudogene
ENSG00000235312.1	KRTAP19-10P	unprocessed_pseudogene
ENSG00000218125.1	AP000567.1	unprocessed_pseudogene
